weight,tweet,label
1,what storm late last night  but beautiful morning today looking forward to going to hood colleges chapel for mass via st john ,1
1,rt reason num why love living in asheville this weather avlwx avlreview,1
0.5914, know thats the only down part but im just happy is not freezing outside smiley ,1
0.6,love this weather but it ruins your hair makeup ,1
0.4243, warm here too breakin num heat wave youwontmisstheweather,1
0.8072,sunny days with the family  much needed too many cloudy months inside erodes perspective  work becomes life thing always swore id avoid,1
0.7541, weekend going great  but finding it hard to get any housework jobs done  the awesome weather is dragging me outside you x,1
1,so much warm sunshine im in love my room is finally warm at night win openwindow noshirt happiness,1
1,num degrees sunny going for run enjoying this great easter weather ,1
0.8253, happyeaster smiley loving the weather ,1
1,another beautiful sunny day smiley ,1
1,happy easter what beautiful day sunny and warm with num degrees at num  today lots of people outdoors enjoying the weather more at num ,1
0.7886,"sunburn num 
i hope its sunny tomorrow too ",1
0.7809,i will personally kill num goats and num cows to have the weather stay like this all week long,1
0.6146,after enjoying sunshine  come in for karaoke num ,1
0.6238,headed for warmer weather sanantonio,1
1,its bright sunny day ,1
1,hello world happy easter morning  all sunny and nice what boston sports night ,1
0.8028,i love the sunshine  hate the awkward sunburns that ruin the rest of the season for me though crew neck shirts for dayyysss ,1
0.6087,rt was it really that sunny and did the blazers really pull out that win waking up today makes it all seem like crazy dre ,1
0.5822,falling asleep listening to the rain smiley ,1
1, its lovely day here in nc currently num degrees outside keep it real ,1
1,hawaii news now happy easter everyone hope you have fabulous sunday enjoy the great weather smiley ,1
0.6165,good news any super exciting vendors to note rt forecast for next sat is sunny and mid num s sactomofo,1
1, have fun sally need my kids to go to bed anna took late nap today because the weather was so awesome ,1
0.7919,okay lets try this again  snow on easter sunday nice way to have an easter egg hunt smiley ,1
1,rt lifes on my mind tropical sunshine  kickin back on the beach layin on white sand ,1
0.7944,enjoying jake franks  strawbs and cre and hot hot hot sunny days ,1
1, happyeaster and felizdiadepascua love this weather ,1
0.5946,num degree weather about time ,1
1,rt perfect hammock weather happyeaster,1
1,finally sunshine ,1
1, cool nice num degrees perfect for num mile run ,1
0.7863,this weeks weather is gonna be super love with the exception of the rain ,1
0.5847,i like nice weather,1
0.7872, imjussaying,1
0.5915,i mean  love sunshine but hot days are so rare here  feel pressured to enjoy them what if ive got life to lead stuff to do ,1
0.4388,me to my mom so jealous of the weather over there mom yes know the netherlands isnt that awful you know guilt trip haha,1
1,just stepped outside for minute we got some good weather today ,1
1, weather is brilliant at the moment isnt it d,1
1, ahhh  it was such beautiful day overall sunny during the afternoon  nice breezy outside right now texasforever,1
0.7998,rt its way to hot to be going to the park its nice outside,1
1, happy easter sunshine and winning streak wonderful enjoy your day lots of pierogis and family fun here ,1
1,amazing is good way to describe the weather this morning ,1
0.7976,happy easter from norway spent my day admiring fjords  waterfalls  snow so gorgeous ,1
1,weather is great ,1
1,gorgeous sunny easter so much to be thankful for ,1
1,water level perfect water temperature perfect weather perfect we have openings for todays num quick float num ,1
0.7966,  glad you are enjoying the weather in florida smiley jealous sunshine,1
1,ny weather is bi polar its hot and humid lovely easter day,1
0.5584,if it was num and sunny every day with no wind  id be happy all the time ,1
1,man this weather is amazing couldnt have asked for better day for an egg hunt smiley ,1
1,what an beautiful day today  easter sunday providence rhode island  bright sunny num degrees smiley happy resurrection day everyone enjoy ,1
1, its all sunshine here smiley happy easter in the rain p,1
0.7911,perfect sleep weather ,1
1,rt why is the weather always so nice for easter the graces of god duh ,1
0.828,a bottle of white wine in the sunshine $,1
0.6092,lol rt gotta get back asap lol rt just passed lake shore drive and its num degrees lmao nbs,1
1,beach day sunny and num degrees getting ready for summer ,1
1,rt great poolside view ,1
1,the weather is really nice ,1
0.7378, ,1
0.8164,whoever arranged for the num degree weather thank you ,1
1,happy easter enjoy the sunshine ,1
0.6352,perfect night rainy  cuddling with the dogs  and doctorwho smiley ,1
1,for some reason nice morning thunderstorm  seems to soothe me sounds of drops on the window hmm ,1
1, sun is shining weather is sweet yeah num ,1
1,get out there and enjoy the beautiful weather whos getting some gardening done today smiley ,1
1,a great sunny day in hawaii ,1
1,salute to armed forces night at the game tonight super awesome weather ,1
0.5947, atleast its kinda warm out though  was gunna go to the beach today  that plan failed ,1
1,hopefully the weather stays like this,1
1,man it feel so good outcha in funkytownfortworth even though its not sunny im still thankful ,1
1,rt wait this weather is amazing love it ,1
0.7978,view from our seats at the stadium today palm trees  sunshine and freedom momentnum life ,1
1,and its apparently num degrees here  that makes me happy ,1
1,thankful that although this day was supposed to be stormy  it was sunny and flowery instead ,1
1, ,1
1, you kidding this is absolutely glorious weather ,1
0.3933,in chillin mode listen to mixtapes hope num ma weather is like this so can do something ,1
1,another sunny day with plans to talk about the novel we want to write while walking eat some yummy food and maybe watch tangled happiness ,1
0.5891,feels like typical san diego weather imagine this everyday,1
0.7867,rt whoever arranged for the num degree weather thank you ,1
0.6207,num degrees polo and basketball shorts the best on the way to wash betty white,1
0.4042,sunshine,1
1,finally nice weather lets hope it lasts,1
1,playin outside sunshine ,1
1,beautiful outside cant wait till the weather stays like this ,1
0.608,yes it is rt this is weather for them short shorts,1
1, live off highway num east side like this weather too its nice ,1
1,what beautiful snowy day num ,1
0.4108,packing for short trip to somewhere sunny and warm ,1
0.8027,happy easter from sunny boise  everyone ,1
1, have nice day too fj thats nice we had also sunny day  summer is coming you have summer all year over there hv,1
1,num degrees out like it ,1
1,easter brings us change in grand forks sunny and num ,1
1,“ with todays beautiful weather how can anyone not believe that the lord has truly risen ,1
0.5905,high for tomorrow num degrees the low num pool all day think yes happy easter d,1
1,couldnt have asked for better weather today  and mt rainier is very visible ,1
1,rt love the uk but its so good waking up to sunshine x x,1
1,nice to home in good porch sittin weather ,1
0.7903,souvla time smiley love sunny days x,1
1,outing club meeting outside tonight enjoying the beautiful weather ,1
0.6484,sick day yesterday abit wet but no complaints still plenty of snow ,1
1,hope everyone enjoys happy easter with great weather here ,1
1,turning out to be pretty nice day nice spring weather ,1
0.5642,happy easter all hope you have sunshine wherever you aresmiley ,1
1,perfect weather this wknd in vegas optimum temps for the easter egg hunt thanks and ,1
0.4123,rt its not that warm ,1
1,num glorious barefoot miles run today beautiful weather so grateful today merry easter ,1
1,sunny days everybody loves them singing ,1
0.7828,polo tee weather at last ,1
0.6035,its not sunny  but it is balmy num degrees and the flowers are loving it the primroses are now twice the size ,1
1,fun and productive day today  good weather  good friends and good food great weekend so far ,1
0.5385,this weather is immense going to get my tan on today only chance its back to business tomorrow ,1
0.612,ground stopped in rdu at least its num degrees and not cloud in the sky ,1
0.8132, the rain was better than snow ,1
0.6012,sudden thunderstorms are the best  especially when you can stand outside under cover ,1
0.4007,mom it looks like starwars hyper speed dangerous probably fun absolutely ,1
1,please stay sunny today please sun pretty please wink ,1
0.7958,why do have cold when im finally in num weather notfair,1
0.4188,rt eddie rabbit loves rainy night because he’s never seen how a people drive on rainy night ,1
0.6178, think we might have yesterday was so rainy and depressing and today is beautiful num ,1
1,ran num miles in num hour and num mins and felt great stepback week great weather  lots of birds on the trail ,1
0.826,it is gorgeous out here and im not jus talkin bout the weather ,1
0.7841,cookin up storm in my kitchen soooo blessed and grateful for this beautiful day,1
0.7842,happy easter in celebration of this summer like weather our sunday ball is barbecue chicken ball $num ,1
1,going on jog today  perfect weather ,1
1, in good  just chilling enjoying the weather as well too bad it isnt gonna last sad ,1
1,getting hot outside im sure the booty shorts will be all over the place later today if not already love these days,1
0.6552,its car cleaning weather for sure ,1
1,happy easter all  its warm sunny day to look for great deal mothers day is coming be happy and enjoy your day ,1
1,everyones out with their tops down and windows open lovely springtime weather ,1
1,this weather is perfect for jesuss resurrection zombies,1
1,happy easter the sun is out im cooking up storm in the kitchen have great day everyone smiley ,1
1, its num and sunny here in hawaii again and dont have to work check and mate ,1
0.4196, wat want some chanel lol its hot out boy sunshine smiley ,1
0.3952,weather is holding up music is playing great day to spend brunch ,1
1,lovin the sunshine and breeze off the bay at the sf giants game sanfranciscogiants,1
1, sun is shining  the weather is sweet  ,1
0.4857,so the news said its supposed to rain today but its so bright and sunny outside anyways im still goin to manhattan d,1
0.614,  about to grill the sunny finally decided to come out from the clouds how are ,1
0.4037,  yo what happened to that gorgeous ass weather maryland weather phoney like all these bitches that live here yall rubbin off,1
0.5869,bringin out the shorts in this num degree weather ,1
1,enjoying the nice weather with some iced coffee and santa on easter who knew he spent his time off in scottsdale smallworld,1
0.8007,thats dooope smiley rt pilot just said  num degrees down in atlanta great day for game of kick ball  lmao,1
1,had such good day today soakin in the sun beautiful weather mad props for those who planned the picnic it was great zappos,1
0.595,num sunny on day it was supposed to be raining these grey jeans are getting turned into jorts  stat park time ,1
0.7947,  camping in my friends backyard  smoking bowls in the tent perfect weather ,1
0.4395, you have really nice time next week hope weather stays like this for you ime that way for num days in july xxx,1
0.5971,it is nice as shit out today better go enjoy the great weather before the murder rate goes up ,1
0.8065,northstar ,1
0.7987,this prefect weather to drive around bumpin flocka shakin my dreads lol,1
1,raining out  love this weather just need someone to share it with,1
0.8374,rt weather forecast good for rest of weekend ,1
1,a hearty feast  great weather and sweep doesnt get much better happy easter smiley ,1
0.5974,when its num degrees the easter egg hunt turns into water gun fight ,1
0.8393, we takin easter pics hehehe we just standin outside now feels good and windy lmao love that country air vk ,1
0.5275, have great day coach we are finally going to get above num degrees today num th time since march num st coldwinter,1
0.7983,who has two thumbs and doesnt want to drive back to tacoma from pullman this guy such great weekend with awesome weather ,1
0.4208, sad im in so much pain walking but couldnt resist some sunny shopping staring at the hottest dude at cal anderson omg ,1
1,the sun is out  the weather is warmer love it good old spring day ,1
1,rough day today although the weather was nice today,1
1,yay severe thunderstorm coming love storms im gonna relax smiley ,1
0.8021,morning everybody its another rainy day here in oh but no storms  so yay ,1
0.7906,outta work early for once time to put on my easter dress in this num degree weather smiley ,1
1,easter weekend fun from the water to the shore east tennesseans were out enjoying the beautiful weather ,1
0.8193,huge storm coming to norman going to sleep now love thunderstorms  when im inside of course thunderup literally goodnight tweeps ,1
1,its so fucking nice out love being in cars in nice weather ,1
1,getting covered in suncre from my num year old cousin haha loving life in the sunshine  not cloud in the sky ,1
0.4066,"time for another cup on this sunny btv morning 
 morning ritual 
 ",1
1,nice weather makes the day that much better,1
1,yeah sooo the weather is nice today,1
0.7924,why couldnt we have this weather all week ,1
0.8336,good weather in san diego now about to throw some bones on the grill then chill till its party time ilovelife,1
0.5056,hopefully this weather will help me complete my hw,1
1,nyc is hottie parade hooray for warm weather,1
1,its thundering my type of weather yes suh ima do dat dance be doin dis time with no clothes yosh,1
0.5903, thats amazing is there still snow on the ground up there ,1
0.8001, yea its crazy right now its that beach weather,1
1,i  absolutely loving all this rain keepitcoming,1
0.587, have been waiting for this weather for eighty years virginia is much too cold ,1
0.8281,awesome weather gotta get my shit together and get out in it bigdirtyblog,1
0.6401, oops didnt mean to send that to you wink but your weather here is nice ,1
1,dear ct driver  was having good time cruizing at num with great weather until you showed up going num thanks roadrage,1
1,i  so happy get num days off in row again smiley loving this weather ,1
0.7674,have great easter everyone im out to enjoy this weather catch you all on the flip ,1
1, great weather for running im not making it unfortunately  already showered,1
1,out num the day at africa alive fantastic weather  ice cre as well  get in ,1
0.6093,it was num degrees in columbia sc but snowed num in breckenridge  co goshilovethesoutheast,1
0.7877, liberty mutual legends of golf great weather and great golf today happy easter to all wife cooked great pasta with vodka sauce,1
1, you shoulda enjoyed this gorge weather us ,1
1,the weather is perfect today so come spend the day happy easter,1
0.787,the fuck last day of break and its finally sunny ,1
0.7975, in that case lol enjoy the num weather while it last addie ,1
1,rt im loving this weather smiley ,1
1,soooo nice out today  and its been sunny all day we needed this sunshine its been days with out it hategloomydays,1
0.5116,outside it feels like the atmosphere is going to thunderstorm smiley ,1
1,first bbq in decent weather this year think were all little drunk on sunshine ,1
1, ,1
1, oooooh  dallas sounds like fun enjoy that warm texan weather and watch out for twisters ,1
0.8073,some good sex and foot massage would go great with this weather smiley ,1
1,we are having nice thunderstorm here in dunedin no sunset pics tonight enjoy the rest of your easter all watching hockey,1
0.7803,happy easter everyone have blessed day praise god for this beautiful sunny day ,1
1,sitting in the sunshine with glass of pimms  gonna spend some time with my creator bliss smiley ,1
1,chocolate eggs  sunshine happyeaster,1
1,rained last night now sunny num s easter is starting off right ,1
1, its sunny today d,1
0.6134, missed guys num we wanted num go but parents changed egg hunt num boys num day bc of the nice weather ,1
0.5887,its num degrees outside im out of here babyyyyyyyyyyy,1
0.7693, not lot really  its nice and sunny though aww jeal that sounds lovely xxxxx,1
1,man im loving tbhis weather right now smiley ,1
1,yes  beautiful weather rt its gorgeous day get out and enjoy ,1
0.4106, sorryimnotsorry its num degrees ,1
0.8254,so jealous but you said youre at work so you cant enjoy it either lol mwahaha rt num here in the city and sunny ,1
0.4304,damn miss atl and its warm weather  lol,1
1, just sent you dm sunny all day down here  hope same for you best regards from seattle smiley ,1
0.6009,shout out to tanlines rt num degrees and sunny in bh you know what that means ,1
0.4084,oh  good idea with the rain those two sunny days really dried everything out ,1
1, so happy to see you happy the weather turned out soooo nice today didnt it ,1
0.7906,inspiring service  num degree weather  brunch outside  east river stroll happyeaster,1
0.8047, oh gosh lol nevermind atleast its going to be good weather,1
0.8355,happy easter enjoy the sunshine ,1
0.8157,sunny day in salt lake city go skateboarding or get down on the gearsnum beta decisions  decisions ,1
1,damn this weather feels good oh god its that intense orgasmic kinda weather its that back that a$$ up hands on top ,1
1,lemonade  the kooks num and nice weather good day ,1
1, dang was telling my sisters we need to invest in lake house today florida is having perfect weather to go play on the lake,1
1,its finally beautiful day in minneapolis im going to sit out on the back porch and take in all the sunny sunshine ,1
0.5319,ran saw beautiful bird in ,1
0.7809,more sunny day like this one  please ,1
0.6179,nice nite stuart little windy out of the east but sunny another good field of cars pretty dry track ,1
0.6053,radiohead sharpies sunny day outside drawing d d d d,1
0.8299,"rt excellent day  motorcycle riding  cookout with family and beautiful weather 
doesnt get better than that true that ",1
0.8276,be warned weather is great im in the mood for drinks ,1
0.8,rt gates open at num  and we have warm and sunny forecast dont forget your sun tan lotion today not often we say ,1
1,im loving everry bit if this hott weather ,1
0.5828,walking down to penn station in this weather excites me for the bad things that will happen,1
1, sunny and num here today  couldnt have asked for prettier day smiley hugs to you both ,1
1,hoping this warm weather stays with us to get those water temps up,1
0.3891,this is baseball weather ,1
1,rt turning out to be beautiful sunny day for the versus pool party comeondown ,1
1,dear people of ny if you dont go outside bask in the sunshine today  there is something wrong with you happy easter ,1
1,perfect easter weather cold so the chocolate doesnt melt num p,1
0.5996,watching the storm what light show ,1
1,this is lovin weather ,1
0.3933,hehe  tomorrow is smingusdyngus oh boy  better not tell my husband or it better be warm outside wink originalwettshirtcontest polish ,1
0.6245, the weathers good but its very tacky ,1
1,agreed rt this weather is super soothing right now ,1
1,what great easter sunday the weather is beautiful and my sister got engaged on the beach romance,1
0.8298,fabulous spring day in rehoboth what better way to enjoy the weather than lunch on the porch at greenman ,1
0.8331,rt in fact  this is perfect weather for the clichè  kiss in the rain  thing ,1
1, just to go  its super pretty day out  its like num degrees,1
1,rt feel like every easter its nice and sunny out lol,1
1, hope you are both having fantastic easter hope your weather is as beautiful there as it is here ,1
1,getting ready to be out and enjoy the weather smiley ,1
1,beautiful easter in vegas  shorts and shirt weather,1
1,smoking cigar and enjoying the great weather winning,1
1,i love the hot weather thats all have to say wink lol,1
1,ohmygod this is what num degrees feels like hellooooo spring ,1
0.6761,greetings from sunny palm springs  ca ,1
0.5918,the weather better be like this on wednesday  so srs,1
0.6058,no family means get to sleep late today then ill go enjoy the weather while everyone else eats h ,1
0.6125,on the back porch enjoying the calm before the storm weather can get cray in tornado alley ,1
0.6032, thanks for saying  thanks i hope your weekend has been restful and sunny ,1
1, num degrees here today more sun tomorrow yay ,1
1,yesterday was gloomy like home but today is sunny and beautiful its suppose to get num and stay sunny say hi to mom and dad smiley ,1
1,gorgeous day out after long rainy week going for run before easter brunch ,1
1,sunny and num degrees tomorrow whoo hoo smiley smiley ,1
1,this weather is beyond fabulous ,1
1,it is beautiful day get out and enjoy the weather bike  walk  run ,1
0.8098,after rainy night  after grey morning  at noon  the blue sky and sun are emerging triumphant ,1
1, best weather ever ,1
0.7419, its num degrees in my beautiful city ,1
1,sunny and num degrees happyeaster,1
1,looks like great night to go for walk on the boardwalk go take stroll with friend or loved one and enjoy the nice weather ,1
1,on the balcony after great brunch at sob with friends enjoying the weather sundayfunday relaxing,1
1,of to the beach today smiley please be as loverly weather as it was yesturday  please please please ,1
1,oh and happy easter such perfect weather too especially for sunrise services,1
0.598,track broken records highlight reinhart relays track and field athletes celebrated saturdays sunny day by bre ,1
0.6156, hahaha needed to sleep in from doing all the walking yesterday lol weather should be really good by the the you come smiley ,1
1,sunny day wonderful indeed christ is risen ,1
1, thats perfect weather ,1
1,last day of shakori hills grassroots festival nc it is hot out yet pleasant  found shady spot in the peace garden forested area ,1
1,a view from the top of the hill with great weather in sf ,1
0.6173,digging this sunshine when forecasts were for washout today ,1
0.7926,sunny sundays make me all nap ish just want to lay in hamock sp sip lemon aid  and fall asleep reading chabon ,1
1,this has gotta be some of the best easter weather ever ,1
0.5949,another hot and sunny day at the park ,1
0.409,hmpf  cells in culture do not seem to realise that it is easter and sunny ,1
1,this is the perfect weather not too hot not too cold,1
0.5887,thunderstorm=napppp time num ,1
0.8072,happy easter celebrating by supporting the local chinese food dive on this gorgeous sunny holiday ,1
1,great day to be in portland num degrees  sunny  took walk with jamie now timbers game ,1
0.7934,its sunshine sittin  smoothie drinkin  newspaper readin sunday ,1
0.8102,if the weather stays like this we may have to break out the kickball ,1
1,its warm outside now its time to do bad stuff can do hoodrat things with ma friends ,1
1,my car is so spotless inside and out its clean as whistle now just need num degree weather and for gas to go down so can ride around smiley ,1
1,eggcellent weather again happyeaster,1
1,going for walk yay nice weather,1
0.8156,rt jesus christ it has risen it has truly risen the temperature  that is its num degrees outside ,1
1,another amazing vegas day perfect weather and all sunshine,1
1,i love this temperature please dont ever go back to being cold and rainy,1
1,this weather is absolutley gorgeous springtime,1
1,this kinda weather never fails to put me in great mood,1
1,its great day to golf in emmetsburg sunny and beautiful ,1
0.784,num degrees finally ,1
1,happy easter yeah its beautiful day with awesome weather to complement it smiley ,1
1, and may it be great rest of the day for thee enjoy your sunny sunday ,1
1,the weather in philly is great ,1
0.6302, ugh its nice sunny day in the pnw and im at work call me when youre dont fighting camel spiders lol love you ,1
0.8023,kush soothing weather d some good k would be amazing right now lol,1
1,happy easter to everyone looks like the weather should be good today as well enjoy ,1
0.6188, jealous rt off to kona in the morning love me some sun after rainy seattle sunday ,1
1,most amazing weather ever ,1
0.8036, awe love walk on the sunshine sounds like youve had lush day xx,1
1,it seems the warm weather of spring is finally here opened window  looked out at ground zero wished the world happy easter ,1
0.6291,last day of spring break and we finally have good weather smh,1
1,sitting outside enjoying the good weather lifes simple joys smiley fb,1
1,num degrees yessss  definitely going out to eat tonight ,1
0.4169,rainy outside chocolate bunnies and jelly beans will have to stay inside with me ,1
0.636,snow yesterday num and gorgeous today love new hampshires fucked up weather patterns ,1
0.812,happy easter tweeters  enjoy yourselves and this weather ,1
0.7485,its warm outside and its not raining smiley its been raining all week well except yesterday  yesterday was sunny smiley guys just wasted num secs,1
0.7854, chilly smiley but happy its not raining ,1
1,rt an amazing open day yesterday just over num people enjoyed the great weather  medieval knights  hook norton brass ba ,1
0.6207, sounds amazing cant wait for the sun to show up for an extended length of time it was here yesterday but rainy today ,1
0.5998, yess sware ali want is koolaid pitcher to myself haha but at least its not hot outside think about your ancestors,1
1,i loooove thunderstorms num ,1
1,sunshine in washington today love it ,1
1, yankees baseball  easter  sun shining  num degrees family time lifeisgood,1
1,gimme that florida sunshine ,1
1,it was such nice day today in boise  it wasnt to hot or to cold it was just the perfect weather to just hang out at home and clean the ,1
0.6052,oh hey num degrees tomorrow and thunder storms damn sounds like perfect day,1
1, oh gosh  this weather is definitely making me wish for chair in the sand and some beach boys music ,1
1, nice weather in watford  still think the game can be ours  sinbad showed what we can do if we just keep ball in hand ,1
1,"in palm springs 
love the weather out here",1
0.6062,dear ohio  your constant rain has once again reminded me why moved to the warm  sunny south ,1
0.4337, we are just pulling into the zoo parking lot and it is dead weather holding out for the moment ,1
0.4808,bellows beach again sunny day ,1
0.403,“ with this weather today its about to be  margarita and mascato  in my back yard details coming soon i got the wine ,1
0.8021,i like hot weather as long as its not humid weather,1
0.5905, it was great super freezing happy easter ,1
0.8162,watching the haunted relaxin its so hot outside num ut very nice keep the comments coming lil mans kiccin right now love num anum ,1
1,enjoying the awesome weather here in vegas fun to travel with to photograph weddings ,1
0.5937,dnt wana get up hope its guna sunny,1
1,i love this weather,1
0.7967,the weather is fine today  yesterday was sweating more than neil lennon postman,1
1,happy easter hanging in sunny orlando having coffee poolside re playing last nights num secondstomars concert in my head lovinglife,1
0.5763, im glad las vegas weather is better than mine in utah  even though im only six hours away las vegas is nice place ,1
0.3984,happy resurrection sunday houston hi num low num humidity he lives ,1
1,rt the thing love most about this hot weather is the short skirts and low cut tops although  they do make me look b ,1
0.7949,come on thunderstorm ,1
0.8324,its num here and sunny happy easter ,1
0.8227,a happy easter to everyone may it be sunny and full of family and friends ,1
0.6471, its good  much warmer than last time but just bit chilly not that bad tho,1
0.3959,just arrived in west palm beach  florida visiting family for easter goodbye snow ,1
0.4154,love brainerd smiley rt num degrees in the forecast for brainerd tomorrow too  here comes summer ,1
0.5732,might just stay in  thankyou weather,1
0.8336,waiting for those darlins to go on weather is peachy ,1
1,what beautiful day not because its easter but because the weather is actually really great ,1
1, aint nothing much just chilling enjoying this nice weather,1
1,i look like spring threw up on me smiley love this weather ,1
1,enjoying the nice weather and easter with the family ,1
1,its so warm outside so many pretty pretty stars wishyouwerehere,1
0.7705,im glad my sister lets my nephew run his lil heart out when its warm hes active as hell and num thing wont buy him is video game ,1
1,love thunderstorms ,1
0.609,seattle sunshine is is about as good as this song ,1
0.6,a sunny and warm sunday ,1
1,holy awesome weather ,1
0.7973,drinking this cold green tea in this beautiful weather,1
1,abt to enjoy this weather and day with my daughter wininng,1
0.5131,num degrees in leominster right now holler holler happyeaster ,1
0.5857,num and itw num degrees out damnn right ,1
1,grateful for sunny and perfect day now equally enjoying the sound of the rain ,1
0.4055,ohhhhhhhhhhhhhhh may niggaaaaa dont got on da flannell wit da cargos and weheat timbs nigga its num degrees hahhahahaha,1
1, yea the weather is very nice here south lol and it went ok with the rollcoasters sixflags ,1
1, tks  having day off  gardening in the sunshine tantastic x,1
0.8203,groceries put away  sitting on the porch  drinking up the sunshine huntington downs ,1
0.8115,magners in the sunshine mmmmm ,1
1, nice to see you today smiley lots of asheville twitter folk were enjoying the sunshine thanks for saying hi ,1
0.7978,i wish could wear shorts to work this weather is so bangable  and dont wanna wait until num to enjoy it ,1
0.8139,num of new snow for closing laps in bringing out the big skis gonna be fun ,1
0.8132,its nice sunny day and the mpnum is fully charged think ill go for run when take the kids to their dads for easter ,1
0.4106,yesterday  my day to laze around after the workshops  was oppressive and gray today  my catching up on work day  is gorgeous and sunny ,1
1,beautiful weather and happy easter with family ,1
1,what wonderful weather for easter smiley ,1
1,enjoying the holiday with my baby boy in blue skies and sunshine first well cool down and check out flick at the movies ,1
1,im not gonna stay mad its beautiful outside imma go out and enjoy the weather,1
0.8062,nice day outside what to do im so used to wintery cold now im confused like fat bitch with salad ,1
1,perfect easter weather brunch outside at landmarc ,1
1,happy easter all get outside and enjoy the sunshine if you re in nc ,1
0.4902,num st passion iced tea of the year heres hoping the weather holds up so they can continue ps happy easter ,1
1,rt why couldnt spring break have been this coming week the weather is going to be sooo nice ,1
0.8326,we hope that everyone is enjoying the great weather we also hope everyone is enjoying the holiday with family and friends ,1
0.6172,rt the weather should be like this alll year round man ,1
1,i  tired but enjoyed this weather by building and planting raised bed garden how did you enjoy today ,1
0.5935,this weather is nice but not when ur in hot ass big byrd costume,1
0.8166, damn nc at least da weather nice hella bugs tho wat part n,1
1,theres band playing outside smiley loving this weather borders ,1
1,what great time at lynnwood harley and fabulous weather to boot thanks to jason and everyone who came out to ,1
1,happy easter everyone its beautiful  sunny day here in baltimore ,1
1,nothing like hot  sunny day in maine ,1
1,to whom it may apply happy easter everybody hope the beautiful weather treat you well ,1
0.7495,got to leave work num hrs early and it might storm tonight yesss greatnight,1
0.7824,had the loveliest of days movies  new summer clothes  good food  rob and sunshine ,1
1,loving this weather  today is relaxing lazy day for sure,1
0.7915,rt love when the weather gets warmer still want vacation tho to same place reaalll warm,1
1,great day in haleyville  alabama gorgeous weather and great company happy easter ,1
1,revision is so lame perfect day weather wise bbq day ,1
1,the weather is looking good for friday pick up your tickets for the num rd annual rha dance in res life this week from num  num pm,1
1,playing catch in the front yard with the family love warm summer evenings playing outside ,1
0.5833, it was glorious back in cambridge now and day of decorating tomorrow hope your enjoying the weather ,1
1,lovely warm still evening here in dunedin weather pending  who cares grnum for camerawork,1
1,easter christmas kids outfits are cuter  weather is lovelier and the message of jesus rising is inspiring ,1
1,gorgeous  warm  sunny morning in durh after lovely easter service brunch were now prepping for the holiday feast ,1
1,awesome beautiful num mile ride on the banks vernonia bike trail cant believe how great this weather is ,1
0.7984,rt this that good lay up weather,1
0.793,finally hit num degrees nice out ,1
0.4768, spread that warm sunshine please happy sunday ,1
1, this is probably the nicest weather day since youve been in ny  hope you have some fun planned for today ,1
1,is it just me or is the weather perfect tonight smiley ,1
1,beautiful weather  soja  easter could get used to this ,1
1, im good enjoying some lovely weather at the minute not sure how long its gonna last smiley ,1
1,rt that would be awesome it is feeling great out there today «« yes it is great weather ,1
0.7868,num degrees here today hoppy easter dc md,1
0.7846, nice looking storm ,1
0.8263,rt im finally back in austin and its num degrees fuck you everywhere else ,1
1,agreed memories ,1
0.8007,its so hot and wet out just how like it hot and wet,1
1,its awfully beautiful weather for good old fashioned easter egg hunt again  im not almost num ,1
1,fun in the  snowy  sun before heading home smiley disneys blizzard beach ,1
0.8241, yuk bolee hopefully it will be as sunny as today smiley lo blm pgi chel ,1
0.8344,sunshine  dirt  sweat  friends  beer  bbq= perfect saturday mudslinger,1
1,wow num degrees in the greencastle metropolitan area ,1
0.8057,another lovely sunny day in cambridge cycling to grantchester later on for afternoon tea at the orchard tea garden how refined  ,1
1,rt beautiful sunny blue sky love it rt oh maui twitpic com num oktes,1
1, thanks having fabulous girl time with mom  sister  daughter and niece perfect weather and writing time too ,1
0.4195,"springtime rite weather brings crowds to market eden crab apple jelly is $num 
you can pick up socks for buc ",1
0.4037,happy easter hope youre enjoying the semi decent weather in nashville easterbrunch toofulltoofunction,1
0.6186,  england comes alive in the sunshine beautiful place to live  so true ,1
0.5697,if you could  would you go hiking on beautiful sunny day definitely ,1
0.4181, sorry are bored in ky hope have great easter though and start having fun in ky hopefully its warm out there smiley ,1
1,rt this weather really lovely ,1
1,happy easter  deac parents its glorious sunny day here hope your students are outside to enjoy it ,1
1,beautiful sunny day what better way to spend it stuck inside painting our bedroom,1
0.652,spring showers and cloudy days  perfect weather for some earl grey tea ,1
0.8171,its dark  rainy stormy and for very dry oklahoma num precip num before today i dont think could ask for better sunday ,1
0.8171,wed like to wish all our customers happy easter and hope everyone enjoys this beautiful weather ,1
0.7034,sunny windows down num south boyz ii men deluxe greatest hits roadtripjamsesh,1
0.4174,its so sunny  but its so cold ,1
1,happy holidays one and all im looking to book for next week  hit me up  weather looks decent so lets do some on location work ,1
1,i kind of want to play some kick ball in this nice sunny weather headintheclouds,1
1,its num degrees outside smiley such lovely day,1
1, perfectday in this miami weather gretzky,1
1,happy easter all weather is looking great for your oudoor activities today though bit chilly this morning ,1
1,rt sitting in the parking lot at lake cumberland speedway weather is great  come on out num or so late models are signed in an ,1
0.6069,sorry warm weather first num degree day of the year num down num to go ,1
